split,label,president_dir,filename,source_path,output_path,char_count
train,republican,Donald_J_Trump_(2nd_Term),"June 19, 2025__executive-order-14310further-extending-the-tiktok-enforcement-delay.txt","Donald_J_Trump_(2nd_Term)/June 19, 2025__executive-order-14310further-extending-the-tiktok-enforcement-delay.txt","train/republican/Donald_J_Trump_(2nd_Term)/June 19, 2025__executive-order-14310further-extending-the-tiktok-enforcement-delay.txt",2942
train,republican,Donald_J_Trump_(1st_Term),"March 13, 2017__executive-order-13781comprehensive-plan-for-reorganizing-the-executive-branch.txt","Donald_J_Trump_(1st_Term)/March 13, 2017__executive-order-13781comprehensive-plan-for-reorganizing-the-executive-branch.txt","train/republican/Donald_J_Trump_(1st_Term)/March 13, 2017__executive-order-13781comprehensive-plan-for-reorganizing-the-executive-branch.txt",3770
train,republican,George_W_Bush,"May 22, 2003__executive-order-13303protecting-the-development-fund-for-iraq-and-certain-other-property-in-which-iraq-has-an-interest.txt","George_W_Bush/May 22, 2003__executive-order-13303protecting-the-development-fund-for-iraq-and-certain-other-property-in-which-iraq-has-an-interest.txt","train/republican/George_W_Bush/May 22, 2003__executive-order-13303protecting-the-development-fund-for-iraq-and-certain-other-property-in-which-iraq-has-an-interest.txt",3721
train,republican,Donald_J_Trump_(2nd_Term),"April 28, 2025__executive-order-14288strengthening-and-unleashing-americas-law-enforcement-to-pursue-criminals-and-protect-innocent-citizens.txt","Donald_J_Trump_(2nd_Term)/April 28, 2025__executive-order-14288strengthening-and-unleashing-americas-law-enforcement-to-pursue-criminals-and-protect-innocent-citizens.txt","train/republican/Donald_J_Trump_(2nd_Term)/April 28, 2025__executive-order-14288strengthening-and-unleashing-americas-law-enforcement-to-pursue-criminals-and-protect-innocent-citizens.txt",5473
train,republican,George_Bush,"February 14, 1990__executive-order-12701amending-executive-order-no-12334.txt","George_Bush/February 14, 1990__executive-order-12701amending-executive-order-no-12334.txt","train/republican/George_Bush/February 14, 1990__executive-order-12701amending-executive-order-no-12334.txt",425
train,republican,Donald_J_Trump_(1st_Term),"February 09, 2017__executive-order-13774preventing-violence-against-federal-state-tribal-and-local-law-enforcement-officers.txt","Donald_J_Trump_(1st_Term)/February 09, 2017__executive-order-13774preventing-violence-against-federal-state-tribal-and-local-law-enforcement-officers.txt","train/republican/Donald_J_Trump_(1st_Term)/February 09, 2017__executive-order-13774preventing-violence-against-federal-state-tribal-and-local-law-enforcement-officers.txt",3571
train,republican,George_W_Bush,"September 29, 2005__executive-order-13385continuance-of-certain-federal-advisory-committees-and-amendments-to-and-revocation-of-other-executive-orders.txt","George_W_Bush/September 29, 2005__executive-order-13385continuance-of-certain-federal-advisory-committees-and-amendments-to-and-revocation-of-other-executive-orders.txt","train/republican/George_W_Bush/September 29, 2005__executive-order-13385continuance-of-certain-federal-advisory-committees-and-amendments-to-and-revocation-of-other-executive-orders.txt",8138
train,republican,George_W_Bush,"May 10, 2006__executive-order-13402strengthening-federal-efforts-to-protect-against-identity-theft.txt","George_W_Bush/May 10, 2006__executive-order-13402strengthening-federal-efforts-to-protect-against-identity-theft.txt","train/republican/George_W_Bush/May 10, 2006__executive-order-13402strengthening-federal-efforts-to-protect-against-identity-theft.txt",6799
train,republican,Donald_J_Trump_(2nd_Term),"January 24, 2025__executive-order-14181emergency-measures-to-provide-water-resources-in-california-and-improve-disaster-response-in-certain-areas.txt","Donald_J_Trump_(2nd_Term)/January 24, 2025__executive-order-14181emergency-measures-to-provide-water-resources-in-california-and-improve-disaster-response-in-certain-areas.txt","train/republican/Donald_J_Trump_(2nd_Term)/January 24, 2025__executive-order-14181emergency-measures-to-provide-water-resources-in-california-and-improve-disaster-response-in-certain-areas.txt",10193
train,republican,Donald_J_Trump_(2nd_Term),"March 01, 2025__executive-order-14225immediate-expansion-of-american-timber-production.txt","Donald_J_Trump_(2nd_Term)/March 01, 2025__executive-order-14225immediate-expansion-of-american-timber-production.txt","train/republican/Donald_J_Trump_(2nd_Term)/March 01, 2025__executive-order-14225immediate-expansion-of-american-timber-production.txt",7296
train,republican,Donald_J_Trump_(2nd_Term),"April 09, 2025__executive-order-14266modifying-reciprocal-tariff-rates-to-reflect-trading-partner-retaliation-and-alignment.txt","Donald_J_Trump_(2nd_Term)/April 09, 2025__executive-order-14266modifying-reciprocal-tariff-rates-to-reflect-trading-partner-retaliation-and-alignment.txt","train/republican/Donald_J_Trump_(2nd_Term)/April 09, 2025__executive-order-14266modifying-reciprocal-tariff-rates-to-reflect-trading-partner-retaliation-and-alignment.txt",10127
train,republican,George_W_Bush,"June 01, 2004__executive-order-13342responsibilities-of-the-departments-of-commerce-and-veterans-affairs-and-the-small-business-administration-with-respect.txt","George_W_Bush/June 01, 2004__executive-order-13342responsibilities-of-the-departments-of-commerce-and-veterans-affairs-and-the-small-business-administration-with-respect.txt","train/republican/George_W_Bush/June 01, 2004__executive-order-13342responsibilities-of-the-departments-of-commerce-and-veterans-affairs-and-the-small-business-administration-with-respect.txt",5110
train,republican,George_W_Bush,"May 20, 2004__executive-order-13341further-amendment-to-executive-order-11023-providing-for-the-performance-by-the-secretary-of-commerce-of-certain-functi.txt","George_W_Bush/May 20, 2004__executive-order-13341further-amendment-to-executive-order-11023-providing-for-the-performance-by-the-secretary-of-commerce-of-certain-functi.txt","train/republican/George_W_Bush/May 20, 2004__executive-order-13341further-amendment-to-executive-order-11023-providing-for-the-performance-by-the-secretary-of-commerce-of-certain-functi.txt",5079
train,republican,George_W_Bush,"November 28, 2001__executive-order-13237creation-of-the-presidents-council-on-bioethics.txt","George_W_Bush/November 28, 2001__executive-order-13237creation-of-the-presidents-council-on-bioethics.txt","train/republican/George_W_Bush/November 28, 2001__executive-order-13237creation-of-the-presidents-council-on-bioethics.txt",5758
train,republican,George_W_Bush,"June 07, 2006__executive-order-13404task-force-on-new-americans.txt","George_W_Bush/June 07, 2006__executive-order-13404task-force-on-new-americans.txt","train/republican/George_W_Bush/June 07, 2006__executive-order-13404task-force-on-new-americans.txt",3689
train,republican,George_Bush,"June 27, 1991__executive-order-12767amendments-to-the-manual-for-courts-martial-united-states-1984.txt","George_Bush/June 27, 1991__executive-order-12767amendments-to-the-manual-for-courts-martial-united-states-1984.txt","train/republican/George_Bush/June 27, 1991__executive-order-12767amendments-to-the-manual-for-courts-martial-united-states-1984.txt",21009
train,republican,George_W_Bush,"December 03, 2004__executive-order-133652004-amendments-to-the-manual-for-courts-martial-united-states.txt","George_W_Bush/December 03, 2004__executive-order-133652004-amendments-to-the-manual-for-courts-martial-united-states.txt","train/republican/George_W_Bush/December 03, 2004__executive-order-133652004-amendments-to-the-manual-for-courts-martial-united-states.txt",19277
train,republican,George_W_Bush,"July 08, 2004__executive-order-13346delegation-of-certain-waiver-determination-certification-recommendation-and-reporting-functions.txt","George_W_Bush/July 08, 2004__executive-order-13346delegation-of-certain-waiver-determination-certification-recommendation-and-reporting-functions.txt","train/republican/George_W_Bush/July 08, 2004__executive-order-13346delegation-of-certain-waiver-determination-certification-recommendation-and-reporting-functions.txt",4135
train,republican,George_W_Bush,"January 29, 2003__executive-order-13285presidents-council-on-service-and-civic-participation.txt","George_W_Bush/January 29, 2003__executive-order-13285presidents-council-on-service-and-civic-participation.txt","train/republican/George_W_Bush/January 29, 2003__executive-order-13285presidents-council-on-service-and-civic-participation.txt",4513
train,republican,Donald_J_Trump_(2nd_Term),"February 03, 2025__executive-order-14197progress-on-the-situation-at-our-northern-border.txt","Donald_J_Trump_(2nd_Term)/February 03, 2025__executive-order-14197progress-on-the-situation-at-our-northern-border.txt","train/republican/Donald_J_Trump_(2nd_Term)/February 03, 2025__executive-order-14197progress-on-the-situation-at-our-northern-border.txt",3813
train,republican,George_W_Bush,"July 27, 2005__executive-order-13384assignment-of-functions-relating-to-original-appointments-as-commissioned-officers-and-chief-warrant-officer-appointmen.txt","George_W_Bush/July 27, 2005__executive-order-13384assignment-of-functions-relating-to-original-appointments-as-commissioned-officers-and-chief-warrant-officer-appointmen.txt","train/republican/George_W_Bush/July 27, 2005__executive-order-13384assignment-of-functions-relating-to-original-appointments-as-commissioned-officers-and-chief-warrant-officer-appointmen.txt",995
train,republican,Donald_J_Trump_(2nd_Term),"November 24, 2025__executive-order-14363launching-the-genesis-mission.txt","Donald_J_Trump_(2nd_Term)/November 24, 2025__executive-order-14363launching-the-genesis-mission.txt","train/republican/Donald_J_Trump_(2nd_Term)/November 24, 2025__executive-order-14363launching-the-genesis-mission.txt",14412
train,republican,George_Bush,"May 01, 1990__executive-order-12713report-required-by-section-502-of-the-automotive-products-trade-act-of-1965.txt","George_Bush/May 01, 1990__executive-order-12713report-required-by-section-502-of-the-automotive-products-trade-act-of-1965.txt","train/republican/George_Bush/May 01, 1990__executive-order-12713report-required-by-section-502-of-the-automotive-products-trade-act-of-1965.txt",242
train,republican,George_W_Bush,"March 12, 2003__executive-order-13289establishing-the-global-war-on-terrorism-medals.txt","George_W_Bush/March 12, 2003__executive-order-13289establishing-the-global-war-on-terrorism-medals.txt","train/republican/George_W_Bush/March 12, 2003__executive-order-13289establishing-the-global-war-on-terrorism-medals.txt",3208
train,republican,Donald_J_Trump_(2nd_Term),"March 25, 2025__executive-order-14248preserving-and-protecting-the-integrity-of-american-elections.txt","Donald_J_Trump_(2nd_Term)/March 25, 2025__executive-order-14248preserving-and-protecting-the-integrity-of-american-elections.txt","train/republican/Donald_J_Trump_(2nd_Term)/March 25, 2025__executive-order-14248preserving-and-protecting-the-integrity-of-american-elections.txt",18887
train,republican,Donald_J_Trump_(1st_Term),"March 15, 2019__executive-order-13863taking-additional-steps-to-address-the-national-emergency-with-respect-to-significant-transnational-criminal-organizati.txt","Donald_J_Trump_(1st_Term)/March 15, 2019__executive-order-13863taking-additional-steps-to-address-the-national-emergency-with-respect-to-significant-transnational-criminal-organizati.txt","train/republican/Donald_J_Trump_(1st_Term)/March 15, 2019__executive-order-13863taking-additional-steps-to-address-the-national-emergency-with-respect-to-significant-transnational-criminal-organizati.txt",1207
train,republican,George_W_Bush,"May 12, 2005__executive-order-13378amendments-to-executive-order-12788-relating-to-the-defense-economic-adjustment-program.txt","George_W_Bush/May 12, 2005__executive-order-13378amendments-to-executive-order-12788-relating-to-the-defense-economic-adjustment-program.txt","train/republican/George_W_Bush/May 12, 2005__executive-order-13378amendments-to-executive-order-12788-relating-to-the-defense-economic-adjustment-program.txt",2095
train,republican,George_W_Bush,"May 12, 2006__executive-order-13403amendments-to-executive-orders-11030-13279-13339-13381-and-13389-and-revocation-of-executive-order-13011.txt","George_W_Bush/May 12, 2006__executive-order-13403amendments-to-executive-orders-11030-13279-13339-13381-and-13389-and-revocation-of-executive-order-13011.txt","train/republican/George_W_Bush/May 12, 2006__executive-order-13403amendments-to-executive-orders-11030-13279-13339-13381-and-13389-and-revocation-of-executive-order-13011.txt",2545
train,republican,George_W_Bush,"March 25, 2003__executive-order-13292further-amendment-to-executive-order-12958-as-amended-classified-national-security-information.txt","George_W_Bush/March 25, 2003__executive-order-13292further-amendment-to-executive-order-12958-as-amended-classified-national-security-information.txt","train/republican/George_W_Bush/March 25, 2003__executive-order-13292further-amendment-to-executive-order-12958-as-amended-classified-national-security-information.txt",67386
train,republican,Donald_J_Trump_(2nd_Term),"January 20, 2025__executive-order-14163realigning-the-united-states-refugee-admissions-program.txt","Donald_J_Trump_(2nd_Term)/January 20, 2025__executive-order-14163realigning-the-united-states-refugee-admissions-program.txt","train/republican/Donald_J_Trump_(2nd_Term)/January 20, 2025__executive-order-14163realigning-the-united-states-refugee-admissions-program.txt",5515
train,republican,George_W_Bush,"September 25, 2003__executive-order-13317volunteers-for-prosperity.txt","George_W_Bush/September 25, 2003__executive-order-13317volunteers-for-prosperity.txt","train/republican/George_W_Bush/September 25, 2003__executive-order-13317volunteers-for-prosperity.txt",5070
train,republican,Donald_J_Trump_(1st_Term),"January 05, 2021__executive-order-13972promoting-small-modular-reactors-for-national-defense-and-space-exploration.txt","Donald_J_Trump_(1st_Term)/January 05, 2021__executive-order-13972promoting-small-modular-reactors-for-national-defense-and-space-exploration.txt","train/republican/Donald_J_Trump_(1st_Term)/January 05, 2021__executive-order-13972promoting-small-modular-reactors-for-national-defense-and-space-exploration.txt",13210
train,republican,George_Bush,"July 30, 1990__executive-order-12721eligibility-of-overseas-employees-for-noncompetitive-appointments.txt","George_Bush/July 30, 1990__executive-order-12721eligibility-of-overseas-employees-for-noncompetitive-appointments.txt","train/republican/George_Bush/July 30, 1990__executive-order-12721eligibility-of-overseas-employees-for-noncompetitive-appointments.txt",1710
train,republican,Donald_J_Trump_(2nd_Term),"January 23, 2025__executive-order-14178strengthening-american-leadership-in-digital-financial-technology.txt","Donald_J_Trump_(2nd_Term)/January 23, 2025__executive-order-14178strengthening-american-leadership-in-digital-financial-technology.txt","train/republican/Donald_J_Trump_(2nd_Term)/January 23, 2025__executive-order-14178strengthening-american-leadership-in-digital-financial-technology.txt",8564
train,republican,George_W_Bush,"February 17, 2001__executive-order-13202preservation-of-open-competition-and-government-neutrality-towards-government-contractors-labor-relations-on-federal-an.txt","George_W_Bush/February 17, 2001__executive-order-13202preservation-of-open-competition-and-government-neutrality-towards-government-contractors-labor-relations-on-federal-an.txt","train/republican/George_W_Bush/February 17, 2001__executive-order-13202preservation-of-open-competition-and-government-neutrality-towards-government-contractors-labor-relations-on-federal-an.txt",4797
train,republican,Donald_J_Trump_(2nd_Term),"July 24, 2025__executive-order-14322saving-college-sports.txt","Donald_J_Trump_(2nd_Term)/July 24, 2025__executive-order-14322saving-college-sports.txt","train/republican/Donald_J_Trump_(2nd_Term)/July 24, 2025__executive-order-14322saving-college-sports.txt",11255
train,republican,Donald_J_Trump_(2nd_Term),"June 06, 2025__executive-order-14305restoring-american-airspace-sovereignty.txt","Donald_J_Trump_(2nd_Term)/June 06, 2025__executive-order-14305restoring-american-airspace-sovereignty.txt","train/republican/Donald_J_Trump_(2nd_Term)/June 06, 2025__executive-order-14305restoring-american-airspace-sovereignty.txt",9108
train,republican,George_W_Bush,"November 28, 2007__executive-order-13452establishing-an-emergency-board-to-investigate-disputes-between-the-national-railroad-passenger-corporation-and-certain.txt","George_W_Bush/November 28, 2007__executive-order-13452establishing-an-emergency-board-to-investigate-disputes-between-the-national-railroad-passenger-corporation-and-certain.txt","train/republican/George_W_Bush/November 28, 2007__executive-order-13452establishing-an-emergency-board-to-investigate-disputes-between-the-national-railroad-passenger-corporation-and-certain.txt",1221
train,republican,Donald_J_Trump_(1st_Term),"August 31, 2018__executive-order-13847strengthening-retirement-security-in-america.txt","Donald_J_Trump_(1st_Term)/August 31, 2018__executive-order-13847strengthening-retirement-security-in-america.txt","train/republican/Donald_J_Trump_(1st_Term)/August 31, 2018__executive-order-13847strengthening-retirement-security-in-america.txt",7255
train,republican,George_W_Bush,"May 29, 2003__executive-order-13307european-central-bank.txt","George_W_Bush/May 29, 2003__executive-order-13307european-central-bank.txt","train/republican/George_W_Bush/May 29, 2003__executive-order-13307european-central-bank.txt",303
train,republican,George_W_Bush,"March 10, 2005__executive-order-13373amendments-to-executive-order-11926-relating-to-the-vice-presidential-service-badge.txt","George_W_Bush/March 10, 2005__executive-order-13373amendments-to-executive-order-11926-relating-to-the-vice-presidential-service-badge.txt","train/republican/George_W_Bush/March 10, 2005__executive-order-13373amendments-to-executive-order-11926-relating-to-the-vice-presidential-service-badge.txt",3006
train,republican,Donald_J_Trump_(1st_Term),"January 27, 2017__executive-order-13769protecting-the-nation-from-foreign-terrorist-entry-into-the-united-states.txt","Donald_J_Trump_(1st_Term)/January 27, 2017__executive-order-13769protecting-the-nation-from-foreign-terrorist-entry-into-the-united-states.txt","train/republican/Donald_J_Trump_(1st_Term)/January 27, 2017__executive-order-13769protecting-the-nation-from-foreign-terrorist-entry-into-the-united-states.txt",17879
train,republican,Donald_J_Trump_(2nd_Term),"January 09, 2026__executive-order-14373safeguarding-venezuelan-oil-revenue-for-the-good-of-the-american-and-venezuelan-people.txt","Donald_J_Trump_(2nd_Term)/January 09, 2026__executive-order-14373safeguarding-venezuelan-oil-revenue-for-the-good-of-the-american-and-venezuelan-people.txt","train/republican/Donald_J_Trump_(2nd_Term)/January 09, 2026__executive-order-14373safeguarding-venezuelan-oil-revenue-for-the-good-of-the-american-and-venezuelan-people.txt",8182
train,republican,Donald_J_Trump_(1st_Term),"July 24, 2020__executive-order-13939lowering-prices-for-patients-by-eliminating-kickbacks-to-middlemen.txt","Donald_J_Trump_(1st_Term)/July 24, 2020__executive-order-13939lowering-prices-for-patients-by-eliminating-kickbacks-to-middlemen.txt","train/republican/Donald_J_Trump_(1st_Term)/July 24, 2020__executive-order-13939lowering-prices-for-patients-by-eliminating-kickbacks-to-middlemen.txt",3741
train,republican,Donald_J_Trump_(2nd_Term),"March 18, 2025__executive-order-14239achieving-efficiency-through-state-and-local-preparedness.txt","Donald_J_Trump_(2nd_Term)/March 18, 2025__executive-order-14239achieving-efficiency-through-state-and-local-preparedness.txt","train/republican/Donald_J_Trump_(2nd_Term)/March 18, 2025__executive-order-14239achieving-efficiency-through-state-and-local-preparedness.txt",8583
train,republican,George_Bush,"March 12, 1991__executive-order-12754establishing-the-southwest-asia-service-medal.txt","George_Bush/March 12, 1991__executive-order-12754establishing-the-southwest-asia-service-medal.txt","train/republican/George_Bush/March 12, 1991__executive-order-12754establishing-the-southwest-asia-service-medal.txt",875
train,republican,Donald_J_Trump_(1st_Term),"September 24, 2020__executive-order-13951an-america-first-healthcare-plan.txt","Donald_J_Trump_(1st_Term)/September 24, 2020__executive-order-13951an-america-first-healthcare-plan.txt","train/republican/Donald_J_Trump_(1st_Term)/September 24, 2020__executive-order-13951an-america-first-healthcare-plan.txt",27754
train,republican,Donald_J_Trump_(2nd_Term),"March 06, 2026__executive-order-14390combating-cybercrime-fraud-and-predatory-schemes-against-american-citizens.txt","Donald_J_Trump_(2nd_Term)/March 06, 2026__executive-order-14390combating-cybercrime-fraud-and-predatory-schemes-against-american-citizens.txt","train/republican/Donald_J_Trump_(2nd_Term)/March 06, 2026__executive-order-14390combating-cybercrime-fraud-and-predatory-schemes-against-american-citizens.txt",6669
train,republican,Donald_J_Trump_(1st_Term),"June 24, 2020__executive-order-13930strengthening-the-child-welfare-system-for-americas-children.txt","Donald_J_Trump_(1st_Term)/June 24, 2020__executive-order-13930strengthening-the-child-welfare-system-for-americas-children.txt","train/republican/Donald_J_Trump_(1st_Term)/June 24, 2020__executive-order-13930strengthening-the-child-welfare-system-for-americas-children.txt",13685
train,republican,Donald_J_Trump_(1st_Term),"June 30, 2017__executive-order-13803reviving-the-national-space-council.txt","Donald_J_Trump_(1st_Term)/June 30, 2017__executive-order-13803reviving-the-national-space-council.txt","train/republican/Donald_J_Trump_(1st_Term)/June 30, 2017__executive-order-13803reviving-the-national-space-council.txt",8040
train,republican,George_Bush,"November 16, 1992__executive-order-12821improving-mathematics-and-science-education-in-support-of-the-national-education-goals.txt","George_Bush/November 16, 1992__executive-order-12821improving-mathematics-and-science-education-in-support-of-the-national-education-goals.txt","train/republican/George_Bush/November 16, 1992__executive-order-12821improving-mathematics-and-science-education-in-support-of-the-national-education-goals.txt",6386
train,republican,George_Bush,"March 03, 1992__executive-order-12790amending-the-order-establishing-the-southwest-asia-service-medal.txt","George_Bush/March 03, 1992__executive-order-12790amending-the-order-establishing-the-southwest-asia-service-medal.txt","train/republican/George_Bush/March 03, 1992__executive-order-12790amending-the-order-establishing-the-southwest-asia-service-medal.txt",687
train,republican,George_W_Bush,"September 28, 2001__executive-order-13225continuance-of-certain-federal-advisory-committees.txt","George_W_Bush/September 28, 2001__executive-order-13225continuance-of-certain-federal-advisory-committees.txt","train/republican/George_W_Bush/September 28, 2001__executive-order-13225continuance-of-certain-federal-advisory-committees.txt",3520
train,republican,George_W_Bush,"January 27, 2004__executive-order-13326presidents-commission-on-implementation-of-united-states-space-exploration-policy.txt","George_W_Bush/January 27, 2004__executive-order-13326presidents-commission-on-implementation-of-united-states-space-exploration-policy.txt","train/republican/George_W_Bush/January 27, 2004__executive-order-13326presidents-commission-on-implementation-of-united-states-space-exploration-policy.txt",3984
train,republican,George_Bush,"May 03, 1990__executive-order-12715support-of-overseas-scouting-activities-for-military-dependents.txt","George_Bush/May 03, 1990__executive-order-12715support-of-overseas-scouting-activities-for-military-dependents.txt","train/republican/George_Bush/May 03, 1990__executive-order-12715support-of-overseas-scouting-activities-for-military-dependents.txt",665
train,republican,Donald_J_Trump_(2nd_Term),"April 02, 2025__executive-order-14256further-amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china-as-applied-to.txt","Donald_J_Trump_(2nd_Term)/April 02, 2025__executive-order-14256further-amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china-as-applied-to.txt","train/republican/Donald_J_Trump_(2nd_Term)/April 02, 2025__executive-order-14256further-amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china-as-applied-to.txt",9855
train,republican,Donald_J_Trump_(2nd_Term),"January 16, 2026__executive-order-14375designating-the-board-of-peace-as-a-public-international-organization-entitled-to-enjoy-certain-privileges-exemptions-a.txt","Donald_J_Trump_(2nd_Term)/January 16, 2026__executive-order-14375designating-the-board-of-peace-as-a-public-international-organization-entitled-to-enjoy-certain-privileges-exemptions-a.txt","train/republican/Donald_J_Trump_(2nd_Term)/January 16, 2026__executive-order-14375designating-the-board-of-peace-as-a-public-international-organization-entitled-to-enjoy-certain-privileges-exemptions-a.txt",1434
train,republican,Donald_J_Trump_(1st_Term),"October 09, 2019__executive-order-13892promoting-the-rule-of-law-through-transparency-and-fairness-in-civil-administrative-enforcement-and-adjudication.txt","Donald_J_Trump_(1st_Term)/October 09, 2019__executive-order-13892promoting-the-rule-of-law-through-transparency-and-fairness-in-civil-administrative-enforcement-and-adjudication.txt","train/republican/Donald_J_Trump_(1st_Term)/October 09, 2019__executive-order-13892promoting-the-rule-of-law-through-transparency-and-fairness-in-civil-administrative-enforcement-and-adjudication.txt",15381
train,republican,George_W_Bush,"December 18, 2001__executive-order-13243providing-an-order-of-succession-within-the-department-of-housing-and-urban-development.txt","George_W_Bush/December 18, 2001__executive-order-13243providing-an-order-of-succession-within-the-department-of-housing-and-urban-development.txt","train/republican/George_W_Bush/December 18, 2001__executive-order-13243providing-an-order-of-succession-within-the-department-of-housing-and-urban-development.txt",1916
train,republican,George_Bush,"September 23, 1989__executive-order-12691presidents-advisory-committee-on-the-points-of-light-initiative-foundation.txt","George_Bush/September 23, 1989__executive-order-12691presidents-advisory-committee-on-the-points-of-light-initiative-foundation.txt","train/republican/George_Bush/September 23, 1989__executive-order-12691presidents-advisory-committee-on-the-points-of-light-initiative-foundation.txt",2165
train,republican,George_W_Bush,"January 07, 2005__executive-order-13369presidents-advisory-panel-on-federal-tax-reform.txt","George_W_Bush/January 07, 2005__executive-order-13369presidents-advisory-panel-on-federal-tax-reform.txt","train/republican/George_W_Bush/January 07, 2005__executive-order-13369presidents-advisory-panel-on-federal-tax-reform.txt",4225
train,republican,Donald_J_Trump_(1st_Term),"April 18, 2017__executive-order-13788buy-american-and-hire-american.txt","Donald_J_Trump_(1st_Term)/April 18, 2017__executive-order-13788buy-american-and-hire-american.txt","train/republican/Donald_J_Trump_(1st_Term)/April 18, 2017__executive-order-13788buy-american-and-hire-american.txt",7894
train,republican,Donald_J_Trump_(2nd_Term),"February 20, 2026__executive-order-14389ending-certain-tariff-actions.txt","Donald_J_Trump_(2nd_Term)/February 20, 2026__executive-order-14389ending-certain-tariff-actions.txt","train/republican/Donald_J_Trump_(2nd_Term)/February 20, 2026__executive-order-14389ending-certain-tariff-actions.txt",5903
train,republican,George_W_Bush,"October 20, 2007__executive-order-13449protection-of-striped-bass-and-red-drum-fish-populations.txt","George_W_Bush/October 20, 2007__executive-order-13449protection-of-striped-bass-and-red-drum-fish-populations.txt","train/republican/George_W_Bush/October 20, 2007__executive-order-13449protection-of-striped-bass-and-red-drum-fish-populations.txt",3251
train,republican,Donald_J_Trump_(2nd_Term),"April 23, 2025__executive-order-14280reinstating-common-sense-school-discipline-policies.txt","Donald_J_Trump_(2nd_Term)/April 23, 2025__executive-order-14280reinstating-common-sense-school-discipline-policies.txt","train/republican/Donald_J_Trump_(2nd_Term)/April 23, 2025__executive-order-14280reinstating-common-sense-school-discipline-policies.txt",6513
train,republican,George_Bush,"January 18, 1991__executive-order-12743ordering-the-ready-reserve-of-the-armed-forces-to-active-duty.txt","George_Bush/January 18, 1991__executive-order-12743ordering-the-ready-reserve-of-the-armed-forces-to-active-duty.txt","train/republican/George_Bush/January 18, 1991__executive-order-12743ordering-the-ready-reserve-of-the-armed-forces-to-active-duty.txt",2886
train,republican,Donald_J_Trump_(1st_Term),"June 21, 2017__executive-order-13802amending-executive-order-13597.txt","Donald_J_Trump_(1st_Term)/June 21, 2017__executive-order-13802amending-executive-order-13597.txt","train/republican/Donald_J_Trump_(1st_Term)/June 21, 2017__executive-order-13802amending-executive-order-13597.txt",1378
train,republican,Donald_J_Trump_(1st_Term),"March 04, 2019__executive-order-13860supporting-the-transition-of-active-duty-servicemembers-and-military-veterans-into-the-merchant-marine.txt","Donald_J_Trump_(1st_Term)/March 04, 2019__executive-order-13860supporting-the-transition-of-active-duty-servicemembers-and-military-veterans-into-the-merchant-marine.txt","train/republican/Donald_J_Trump_(1st_Term)/March 04, 2019__executive-order-13860supporting-the-transition-of-active-duty-servicemembers-and-military-veterans-into-the-merchant-marine.txt",4839
train,republican,Donald_J_Trump_(2nd_Term),"March 06, 2025__executive-order-14230addressing-risks-from-perkins-coie-llp.txt","Donald_J_Trump_(2nd_Term)/March 06, 2025__executive-order-14230addressing-risks-from-perkins-coie-llp.txt","train/republican/Donald_J_Trump_(2nd_Term)/March 06, 2025__executive-order-14230addressing-risks-from-perkins-coie-llp.txt",7116
train,republican,George_W_Bush,"January 22, 2008__executive-order-13455establishing-the-presidents-advisory-council-on-financial-literacy.txt","George_W_Bush/January 22, 2008__executive-order-13455establishing-the-presidents-advisory-council-on-financial-literacy.txt","train/republican/George_W_Bush/January 22, 2008__executive-order-13455establishing-the-presidents-advisory-council-on-financial-literacy.txt",5893
train,republican,Donald_J_Trump_(2nd_Term),"March 20, 2025__executive-order-14240eliminating-waste-and-saving-taxpayer-dollars-by-consolidating-procurement.txt","Donald_J_Trump_(2nd_Term)/March 20, 2025__executive-order-14240eliminating-waste-and-saving-taxpayer-dollars-by-consolidating-procurement.txt","train/republican/Donald_J_Trump_(2nd_Term)/March 20, 2025__executive-order-14240eliminating-waste-and-saving-taxpayer-dollars-by-consolidating-procurement.txt",4539
train,republican,Donald_J_Trump_(2nd_Term),"March 06, 2025__executive-order-14233establishment-of-the-strategic-bitcoin-reserve-and-united-states-digital-asset-stockpile.txt","Donald_J_Trump_(2nd_Term)/March 06, 2025__executive-order-14233establishment-of-the-strategic-bitcoin-reserve-and-united-states-digital-asset-stockpile.txt","train/republican/Donald_J_Trump_(2nd_Term)/March 06, 2025__executive-order-14233establishment-of-the-strategic-bitcoin-reserve-and-united-states-digital-asset-stockpile.txt",6771
train,republican,Donald_J_Trump_(1st_Term),"October 10, 2019__executive-order-13893increasing-government-accountability-for-administrative-actions-by-reinvigorating-administrative-paygo.txt","Donald_J_Trump_(1st_Term)/October 10, 2019__executive-order-13893increasing-government-accountability-for-administrative-actions-by-reinvigorating-administrative-paygo.txt","train/republican/Donald_J_Trump_(1st_Term)/October 10, 2019__executive-order-13893increasing-government-accountability-for-administrative-actions-by-reinvigorating-administrative-paygo.txt",4097
